serial_jarvis	5	71499460.000000	100000
parallel_jarvis	5	25684120.000000	100000
serial_graham	5	27582340.000000	100000
parallel_graham	5	9537400.000000	100000
serial_chans	5	30773260.000000	100000
parallel_chans	5	20139880.000000	100000
serial_qh	5	75622000.000000	100000
parallel_qh	5	16707680.000000	100000
serial_jarvis	5	179898860.000000	200000
parallel_jarvis	5	64429180.000000	200000
serial_graham	5	62252120.000000	200000
parallel_graham	5	18863160.000000	200000
serial_chans	5	126587880.000000	200000
parallel_chans	5	33026300.000000	200000
serial_qh	5	180760240.000000	200000
parallel_qh	5	38920080.000000	200000
serial_jarvis	5	456566920.000000	400000
parallel_jarvis	5	164002240.000000	400000
serial_graham	5	136146580.000000	400000
parallel_graham	5	42734480.000000	400000
serial_chans	5	250205400.000000	400000
parallel_chans	5	64789580.000000	400000
serial_qh	5	382032820.000000	400000
parallel_qh	5	72885060.000000	400000
serial_jarvis	5	1202548100.000000	800000
parallel_jarvis	5	369968500.000000	800000
serial_graham	5	267224520.000000	800000
parallel_graham	5	71741360.000000	800000
serial_chans	5	456701180.000000	800000
parallel_chans	5	107782080.000000	800000
serial_qh	5	629673560.000000	800000
parallel_qh	5	117127000.000000	800000
serial_jarvis	5	2921983780.000000	1600000
parallel_jarvis	5	833677880.000000	1600000
serial_graham	5	524933440.000000	1600000
parallel_graham	5	140615520.000000	1600000
serial_chans	5	893206120.000000	1600000
parallel_chans	5	215105960.000000	1600000
serial_qh	5	1180725260.000000	1600000
parallel_qh	5	219690240.000000	1600000
serial_jarvis	5	7120450560.000000	3200000
parallel_jarvis	5	1976014420.000000	3200000
serial_graham	5	1071001400.000000	3200000
parallel_graham	5	262619900.000000	3200000
serial_chans	5	1780424400.000000	3200000
parallel_chans	5	421688740.000000	3200000
serial_qh	5	2363243300.000000	3200000
parallel_qh	5	436905420.000000	3200000
