serial_jarvis	5	4753860.000000	100000
parallel_jarvis	5	2747160.000000	100000
serial_graham	5	25978740.000000	100000
parallel_graham	5	7376940.000000	100000
serial_chans	5	17346260.000000	100000
parallel_chans	5	10290580.000000	100000
serial_qh	5	27299880.000000	100000
parallel_qh	5	14315220.000000	100000
serial_jarvis	5	10050120.000000	200000
parallel_jarvis	5	6880300.000000	200000
serial_graham	5	56487760.000000	200000
parallel_graham	5	16320320.000000	200000
serial_chans	5	34529520.000000	200000
parallel_chans	5	20678100.000000	200000
serial_qh	5	55905560.000000	200000
parallel_qh	5	27445360.000000	200000
serial_jarvis	5	30208960.000000	400000
parallel_jarvis	5	14291700.000000	400000
serial_graham	5	127865540.000000	400000
parallel_graham	5	37262700.000000	400000
serial_chans	5	83504960.000000	400000
parallel_chans	5	45933960.000000	400000
serial_qh	5	135749040.000000	400000
parallel_qh	5	63597580.000000	400000
serial_jarvis	5	49183520.000000	800000
parallel_jarvis	5	25846980.000000	800000
serial_graham	5	275908240.000000	800000
parallel_graham	5	72088140.000000	800000
serial_chans	5	140986260.000000	800000
parallel_chans	5	75107200.000000	800000
serial_qh	5	242489120.000000	800000
parallel_qh	5	112777700.000000	800000
serial_jarvis	5	97698820.000000	1600000
parallel_jarvis	5	49261580.000000	1600000
serial_graham	5	553818040.000000	1600000
parallel_graham	5	154149060.000000	1600000
serial_chans	5	298849040.000000	1600000
parallel_chans	5	137335380.000000	1600000
serial_qh	5	473679380.000000	1600000
parallel_qh	5	231062320.000000	1600000
serial_jarvis	5	153878140.000000	3200000
parallel_jarvis	5	89202320.000000	3200000
serial_graham	5	1140313120.000000	3200000
parallel_graham	5	292424600.000000	3200000
serial_chans	5	539339820.000000	3200000
parallel_chans	5	239148280.000000	3200000
serial_qh	5	927064420.000000	3200000
parallel_qh	5	393623120.000000	3200000
