serial_jarvis	5	53345140.000000	100000
parallel_jarvis	5	17193180.000000	100000
serial_graham	5	29201460.000000	100000
parallel_graham	5	8106400.000000	100000
serial_chans	5	27686160.000000	100000
parallel_chans	5	18147280.000000	100000
serial_qh	5	55951520.000000	100000
parallel_qh	5	14854440.000000	100000
serial_jarvis	5	114203060.000000	200000
parallel_jarvis	5	39306180.000000	200000
serial_graham	5	59964900.000000	200000
parallel_graham	5	17280080.000000	200000
serial_chans	5	54052460.000000	200000
parallel_chans	5	30316360.000000	200000
serial_qh	5	121745560.000000	200000
parallel_qh	5	30579980.000000	200000
serial_jarvis	5	329536920.000000	400000
parallel_jarvis	5	164160000.000000	400000
serial_graham	5	127937020.000000	400000
parallel_graham	5	37976500.000000	400000
serial_chans	5	116979240.000000	400000
parallel_chans	5	54764040.000000	400000
serial_qh	5	281917560.000000	400000
parallel_qh	5	63931820.000000	400000
serial_jarvis	5	800053120.000000	800000
parallel_jarvis	5	258945580.000000	800000
serial_graham	5	253753680.000000	800000
parallel_graham	5	69865840.000000	800000
serial_chans	5	443655320.000000	800000
parallel_chans	5	95427440.000000	800000
serial_qh	5	569368760.000000	800000
parallel_qh	5	110848060.000000	800000
serial_jarvis	5	1996658440.000000	1600000
parallel_jarvis	5	612241420.000000	1600000
serial_graham	5	534315280.000000	1600000
parallel_graham	5	140971700.000000	1600000
serial_chans	5	881775740.000000	1600000
parallel_chans	5	194209320.000000	1600000
serial_qh	5	1129214740.000000	1600000
parallel_qh	5	239359800.000000	1600000
serial_jarvis	5	4769187020.000000	3200000
parallel_jarvis	5	1564141060.000000	3200000
serial_graham	5	1125273200.000000	3200000
parallel_graham	5	285168100.000000	3200000
serial_chans	5	1786958180.000000	3200000
parallel_chans	5	349633560.000000	3200000
serial_qh	5	2252726120.000000	3200000
parallel_qh	5	491534040.000000	3200000
