serial_jarvis	5	105484180.000000	100000
parallel_jarvis	5	26030260.000000	100000
serial_graham	5	26502820.000000	100000
parallel_graham	5	7767580.000000	100000
serial_chans	5	59083940.000000	100000
parallel_chans	5	20375400.000000	100000
serial_qh	5	86398040.000000	100000
parallel_qh	5	20055060.000000	100000
serial_jarvis	5	217849940.000000	200000
parallel_jarvis	5	73605640.000000	200000
serial_graham	5	60817520.000000	200000
parallel_graham	5	19330960.000000	200000
serial_chans	5	122193040.000000	200000
parallel_chans	5	34636300.000000	200000
serial_qh	5	179674160.000000	200000
parallel_qh	5	33416680.000000	200000
serial_jarvis	5	564372440.000000	400000
parallel_jarvis	5	304946120.000000	400000
serial_graham	5	118190500.000000	400000
parallel_graham	5	31826380.000000	400000
serial_chans	5	236671820.000000	400000
parallel_chans	5	73373540.000000	400000
serial_qh	5	334448660.000000	400000
parallel_qh	5	62184940.000000	400000
serial_jarvis	5	1478928840.000000	800000
parallel_jarvis	5	460489700.000000	800000
serial_graham	5	248782500.000000	800000
parallel_graham	5	61223380.000000	800000
serial_chans	5	464136840.000000	800000
parallel_chans	5	114626280.000000	800000
serial_qh	5	665810340.000000	800000
parallel_qh	5	121251060.000000	800000
serial_jarvis	5	3493080280.000000	1600000
parallel_jarvis	5	1004257760.000000	1600000
serial_graham	5	505323320.000000	1600000
parallel_graham	5	129973380.000000	1600000
serial_chans	5	937940300.000000	1600000
parallel_chans	5	219741760.000000	1600000
serial_qh	5	1301594160.000000	1600000
parallel_qh	5	243527040.000000	1600000
serial_jarvis	5	8858550280.000000	3200000
parallel_jarvis	5	2803458020.000000	3200000
serial_graham	5	1146255260.000000	3200000
parallel_graham	5	288695120.000000	3200000
serial_chans	5	1929270640.000000	3200000
parallel_chans	5	499506140.000000	3200000
serial_qh	5	2820142840.000000	3200000
parallel_qh	5	530959680.000000	3200000
