serial_jarvis	5	2427791905.400000	0.1
parallel_jarvis	5	483852959.200000	0.1
serial_graham	5	663090176.800000	0.1
parallel_graham	5	168178762.000000	0.1
serial_chans	5	1159239339.600000	0.1
parallel_chans	5	83625996.800000	0.1
serial_qh	5	176219725.200000	0.1
parallel_qh	5	102612460.000000	0.1
serial_jarvis	5	3058544038.800000	0.2
parallel_jarvis	5	623040223.800000	0.2
serial_graham	5	651600783.000000	0.2
parallel_graham	5	167679361.600000	0.2
serial_chans	5	1161180236.400000	0.2
parallel_chans	5	91105450.600000	0.2
serial_qh	5	191456427.800000	0.2
parallel_qh	5	105353235.000000	0.2
serial_jarvis	5	3469541017.000000	0.3
parallel_jarvis	5	681892949.000000	0.3
serial_graham	5	654165282.600000	0.3
parallel_graham	5	175439106.000000	0.3
serial_chans	5	1195855900.800000	0.3
parallel_chans	5	90288079.000000	0.3
serial_qh	5	210716369.400000	0.3
parallel_qh	5	110026884.400000	0.3
serial_jarvis	5	3658030395.000000	0.4
parallel_jarvis	5	709193431.600000	0.4
serial_graham	5	642981633.200000	0.4
parallel_graham	5	155677824.400000	0.4
serial_chans	5	1208779423.800000	0.4
parallel_chans	5	91431160.800000	0.4
serial_qh	5	228863213.200000	0.4
parallel_qh	5	111906235.600000	0.4
serial_jarvis	5	3922811121.200000	0.5
parallel_jarvis	5	778452227.400000	0.5
serial_graham	5	643819419.200000	0.5
parallel_graham	5	162309469.400000	0.5
serial_chans	5	1236174929.600000	0.5
parallel_chans	5	95096152.200000	0.5
serial_qh	5	250751677.600000	0.5
parallel_qh	5	126710087.800000	0.5
serial_jarvis	5	4276260345.000000	0.6
parallel_jarvis	5	830964097.200000	0.6
serial_graham	5	653751790.400000	0.6
parallel_graham	5	170630654.000000	0.6
serial_chans	5	1275751525.600000	0.6
parallel_chans	5	101016633.800000	0.6
serial_qh	5	266833941.200000	0.6
parallel_qh	5	122754029.600000	0.6
serial_jarvis	5	4601313532.800000	0.7
parallel_jarvis	5	883137814.800000	0.7
serial_graham	5	653328226.000000	0.7
parallel_graham	5	160585705.200000	0.7
serial_chans	5	1341778609.800000	0.7
parallel_chans	5	106030187.200000	0.7
serial_qh	5	285449623.800000	0.7
parallel_qh	5	130752326.600000	0.7
serial_jarvis	5	4822130699.200000	0.8
parallel_jarvis	5	935738891.800000	0.8
serial_graham	5	662878078.000000	0.8
parallel_graham	5	195006398.600000	0.8
serial_chans	5	1304055975.400000	0.8
parallel_chans	5	108963925.000000	0.8
serial_qh	5	294312005.200000	0.8
parallel_qh	5	130710592.000000	0.8
serial_jarvis	5	4837153335.800000	0.9
parallel_jarvis	5	941226471.800000	0.9
serial_graham	5	657252672.600000	0.9
parallel_graham	5	164128550.800000	0.9
serial_chans	5	1363408243.600000	0.9
parallel_chans	5	109152282.200000	0.9
serial_qh	5	316498621.200000	0.9
parallel_qh	5	128916047.600000	0.9
serial_jarvis	5	4964368212.800000	1.0
parallel_jarvis	5	964058516.000000	1.0
serial_graham	5	644310702.600000	1.0
parallel_graham	5	146263468.800000	1.0
serial_chans	5	1342344323.400000	1.0
parallel_chans	5	110918237.200000	1.0
serial_qh	5	329959591.600000	1.0
parallel_qh	5	143019491.400000	1.0
